Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp
ICLES' Motilal Jhunjhunwala College,"ICLES MOTILAL JHUNJHUNWALA COLLEGE, Plot No. 53, Amlendu Roye Marg, Sector-9-A, Juhunagar Vashi, Sector 9A, Vashi, Navi Mumbai, Maharashtra 400703",ICLES MOTILAL JHUNJHUNWALA COLLEGE,"Plot No. 53, Amlendu Roye Marg, Sector-9-A, Juhunagar Vashi",College,022 2766 3061,"022 2766 3061, +91 22 2766 3061",NO,503,3.6,https://search.google.com/local/reviews?placeid=ChIJy4DAsjbB5zsRkMG43L0TdHg&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8679584088022630800,19.0769859,72.9922334,http://www.iclesmj.edu.in/,iclesmj.edu.in,"Monday:[9:30 am–5:30 pm], Tuesday:[9:30 am–5:30 pm], Wednesday:[9:30 am–5:30 pm], Thursday:[9:30 am–5:30 pm], Friday:[9:30 am–5:30 pm], Saturday:[9:30 am–5:30 pm], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipN99utWFEu6kmLgdOsFGG5QfadRdiHkxvQQodFD=w122-h92-k-no,8679584088022630800,ChIJy4DAsjbB5zsRkMG43L0TdHg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Tilak College,"22CF+P57, Seawoods Bridge, Sector 25, Nerul, Navi Mumbai, Maharashtra 400706",22CF+P57,Seawoods Bridge,College,lV-nZsKpEtCsseMP4JPPgQE,,NO,231,4.1,https://search.google.com/local/reviews?placeid=ChIJVVVVVaDD5zsRSCsyCNLYGV0&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6708631516537301832,19.02178,73.02293259999999,,,"Monday:[8 am–5:30 pm], Tuesday:[8 am–5:30 pm], Wednesday:[9 am–5 pm], Thursday:[9 am–5 pm], Friday:[9 am–5 pm], Saturday:[9 am–5 pm], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipNraOxYlH0Py49sXWCIDQu34AwAgdUsix3f71Lm=w122-h92-k-no,6708631516537301832,ChIJVVVVVaDD5zsRSCsyCNLYGV0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Dr. D Y Patil's Ramrao Adik Institute Of Technology,"22VG+W4X Pad, Dr. D. Y. Patil Vidyapeeth, Sector 7, Taloja Phase 1 Rd, Sector 7, Nerul, Navi Mumbai, Maharashtra 400706","22VG+W4X, Pad",Dr. D. Y. Patil Vidyapeeth,"College,Engineering school",022 2770 9574,"022 2770 9574, +91 22 2770 9574",NO,736,4.4,https://search.google.com/local/reviews?placeid=ChIJUwAWANvD5zsRk7l2dgDK6ZU&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10802387284561148307,19.0443847,73.0257006,http://www.rait.ac.in/,rait.ac.in,"Monday:[8:30 am–4:30 pm], Tuesday:[8:30 am–4:30 pm], Wednesday:[8:30 am–4:30 pm], Thursday:[8:30 am–4:30 pm], Friday:[8:30 am–4:30 pm], Saturday:[Closed], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipOf5uahYmAcql4YviHFgjOAdt0IRqulmCl3ouBp=w122-h92-k-no,10802387284561148307,ChIJUwAWANvD5zsRk7l2dgDK6ZU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
N R Bhagat College,"Sector 12 Nerul Rd, Dharshana Society, Nerul West, Nerul, Navi Mumbai, Maharashtra 400706",Sector 12 Nerul Rd,"Dharshana Society, Nerul West, Nerul",College,lV-nZsKpEtCsseMP4JPPgQE,,YES,142,4.2,https://search.google.com/local/reviews?placeid=ChIJmUeDAunD5zsRZO3X5a4tQVc&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6287356783989615972,19.0374993,73.01342249999999,,,"Monday:[10 am–5 pm], Tuesday:[10 am–5 pm], Wednesday:[10 am–5 pm], Thursday:[10 am–5 pm], Friday:[10 am–5 pm], Saturday:[10:30 am–4 pm], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipM_LOL3ti1-lDqMT24BZt-KokzhdnTVfYk4iNQb=w91-h92-k-no,6287356783989615972,ChIJmUeDAunD5zsRZO3X5a4tQVc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
SIES Graduate School of Technology,"Sri Chandrasekarendra Saraswati Vidyapuram Sector-V, Nerul, Navi Mumbai, Maharashtra 400706",Sri Chandrasekarendra Saraswati Vidyapuram Sector-V,Nerul,"College,Engineering school",022 6108 2400,"022 6108 2400, +91 22 6108 2400",YES,737,4.2,https://search.google.com/local/reviews?placeid=ChIJzYUsXtvD5zsRboFzfS3FJu8&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17232677823348703598,19.042813,73.023078,http://siesgst.edu.in/,siesgst.edu.in,"Monday:[9 am–5 pm], Tuesday:[9 am–5 pm], Wednesday:[9 am–5 pm], Thursday:[9 am–5 pm], Friday:[9 am–5 pm], Saturday:[Closed], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipOSh9Gj9lYnx-oIq7l6u5M0CgskRYAFxXTXsChR=w122-h92-k-no,17232677823348703598,ChIJzYUsXtvD5zsRboFzfS3FJu8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
DVS College of Commerce,"Plot No: 22/23, Gyan Vikas Road, Sector 17, Kopar Khairane, Navi Mumbai, Maharashtra 400709","Plot No: 22/23, Gyan Vikas Road","Sector 17, Kopar Khairane",College,022 2754 6027,"022 2754 6027, +91 22 2754 6027",NO,80,4.5,https://search.google.com/local/reviews?placeid=ChIJt8-5tdfA5zsRb6acWL1DQlg&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6359720104315102831,19.103190899999998,72.9997231,https://www.dvscollege.co.in/about-us-2/about-the-college/,dvscollege.co.in,,https://lh5.googleusercontent.com/p/AF1QipN5HhMfbHrgjI4IuziDENZo7d64pLKTSZtJ5t1V=w163-h92-k-no,6359720104315102831,ChIJt8-5tdfA5zsRb6acWL1DQlg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
SVKM's NMIMS,"Plot No. 2, near Pethpada Metro Station, Pethapada, Sector 33, Kharghar, Navi Mumbai, Maharashtra 410210",Plot No. 2,near Pethpada Metro Station,Private university,022 3547 6550,"022 3547 6550, +91 22 3547 6550",YES,240,4.3,https://search.google.com/local/reviews?placeid=ChIJKw4zLfrB5zsRp8tKsn73jfs&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18126416198765300647,19.0646147,73.077738,,,"Monday:[10 am–6 pm], Tuesday:[10 am–6 pm], Wednesday:[10 am–6 pm], Thursday:[10 am–6 pm], Friday:[10 am–6 pm], Saturday:[10 am–6 pm], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipMi7f6k4jrEMutU60eHEV7gWUUdiCTwK7tsYh2X=w122-h92-k-no,18126416198765300647,ChIJKw4zLfrB5zsRp8tKsn73jfs,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Mahatma Gandhi Mission's College of Engineering and Technology,"Plot No. 1, 2, Sion - Panvel Expressway, Sector 18, Kamothe, Navi Mumbai, Maharashtra 410209","Plot No. 1, 2, Sion - Panvel Expressway, Sector 18, Kamothe","Navi Mumbai, Maharashtra 410209",College,022 2743 3403,"022 2743 3403, +91 22 2743 3403",NO,896,3.7,https://search.google.com/local/reviews?placeid=ChIJt4C9kMzp5zsRc3-dT0LJT98&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16091301280258817907,19.016387299999998,73.1046578,http://www.mgmmumbai.ac.in/,mgmmumbai.ac.in,"Monday:[8 am–7 pm], Tuesday:[8 am–7 pm], Wednesday:[8 am–7 pm], Thursday:[8 am–7 pm], Friday:[8 am–5:30 pm], Saturday:[Closed], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipO5jWoE1yywTLhuL7yBCYmZaUjSFk4VkbsF-szJ=w122-h92-k-no,16091301280258817907,ChIJt4C9kMzp5zsRc3-dT0LJT98,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
BBA college in Navi Mumbai,"Bakliwal Foundation college of arts commerce and science, 7-20, APMC Market 2, Phase 2, Sector 19B, Vashi, Navi Mumbai, Maharashtra 400703",Bakliwal Foundation college of arts commerce and science,7-20,College,lV-nZsKpEtCsseMP4JPPgQE,,NO,5,4.4,https://search.google.com/local/reviews?placeid=ChIJiSlfh0PB5zsR3wjKL7ISIM8&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14924949721621072095,19.085787,73.01035399999999,,,"Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Closed], Thursday:[Closed], Friday:[Closed], Saturday:[Closed], Sunday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOixmr3rDjtrJXXsNSOkSE3a_R0wHj92HRYRBcY=w122-h92-k-no,14924949721621072095,ChIJiSlfh0PB5zsR3wjKL7ISIM8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Saraswati College of Engineering, Kharghar","Plot No. 46, near MSEB Sub Station, Sector-5, Kharghar, Navi Mumbai, Maharashtra 410210",Plot No. 46,near MSEB Sub Station,College,093202 99474,"093202 99474, +91 93202 99474",YES,956,4.1,https://search.google.com/local/reviews?placeid=ChIJX5N2DTzC5zsROmKYsYniSNw&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15873185967685263930,19.040390199999997,73.059923,https://engineering.saraswatikharghar.edu.in/,saraswatikharghar.edu.in,,https://lh5.googleusercontent.com/p/AF1QipNd66JRME8uWbQUOu0ZorqvxYYsE5ZXIA9v4SXI=w184-h92-k-no,15873185967685263930,ChIJX5N2DTzC5zsROmKYsYniSNw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"SIES College of Arts, Science and Commerce","Sri Chandrasekarendra Saraswati Vidyapuram, Plot I-C, Dr D Y Patil Vidyanagar, Sector 5, Nerul, Navi Mumbai, Maharashtra 400706",Sri Chandrasekarendra Saraswati Vidyapuram,Plot I-C,College,022 2770 8371,"022 2770 8371, +91 22 2770 8371",NO,567,4.1,https://search.google.com/local/reviews?placeid=ChIJv-g3YdvD5zsRIYVrQCxSj50&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11353383535637136673,19.0431337,73.02346109999999,http://www.siesascn.edu.in/,siesascn.edu.in,"Monday:[7:30 am–6 pm], Tuesday:[7:30 am–6 pm], Wednesday:[7:30 am–6 pm], Thursday:[7:30 am–6 pm], Friday:[7:30 am–6 pm], Saturday:[7:30 am–6 pm], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipPvLrmtW9OVW_D1ce_7M0XDlMx69TawQj2v5iNU=w80-h106-k-no,11353383535637136673,ChIJv-g3YdvD5zsRIYVrQCxSj50,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
"Bharati Vidyapeeth College of Engineering, Navi Mumbai","Sector 7, CBD Belapur, Navi Mumbai, Maharashtra 400614","Sector 7, CBD Belapur","Navi Mumbai, Maharashtra 400614",Engineering school,022 2757 2140,"022 2757 2140, +91 22 2757 2140",YES,1250,4.1,https://search.google.com/local/reviews?placeid=ChIJr2PXk0PC5zsRDTgJgN9SZiY&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2766990140945020941,19.0264606,73.0550782,http://bvcoenm.edu.in/,bvcoenm.edu.in,"Monday:[9 am–5 pm], Tuesday:[9 am–5 pm], Wednesday:[9 am–5 pm], Thursday:[9 am–5 pm], Friday:[9 am–5 pm], Saturday:[9 am–12 pm], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipOSYIK2RHvaSNUjTrakbEA1cHEOEEABpCYho48w=w141-h92-k-no,2766990140945020941,ChIJr2PXk0PC5zsRDTgJgN9SZiY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Lokmanya Tilak College of Engineering,"4244+7VQ, Vikas Nagar, ज्ञान विकास मार्ग, सेक्टर 4, Kopar Khairane, Navi Mumbai, Maharashtra 400709",4244+7VQ,Vikas Nagar,"College,Engineering school",022 2754 1005,"022 2754 1005, +91 22 2754 1005",NO,777,4,https://search.google.com/local/reviews?placeid=ChIJG6DQWdrA5zsRlPiFoVQqZFY&q=navi+mumbai+all+colleges&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6225147127908399252,19.1057096,73.0072481,https://www.ltce.in/,ltce.in,"Monday:[8:30 am–4:30 pm], Tuesday:[8:30 am–4:30 pm], Wednesday:[8:30 am–4:30 pm], Thursday:[8:30 am–4:30 pm], Friday:[8:30 am–4:30 pm], Saturday:[Closed], Sunday:[Closed]",https://lh5.googleusercontent.com/p/AF1QipPCZZuf6BxFykZWKMY9QROYccDiSAROVn8p7xIE=w164-h92-k-no,6225147127908399252,ChIJG6DQWdrA5zsRlPiFoVQqZFY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
